,timestamp,cadence,gct,heart_rate,respiration_rate,time
0,1707178059,0,0,160.0,0.0,0
1,1707178060,0,0,159.0,0.0,1
2,1707178061,0,0,159.0,0.0,2
3,1707178062,0,0,159.0,0.0,3
4,1707178063,0,0,157.0,0.0,4
5,1707178064,0,0,156.0,0.0,5
6,1707178065,0,0,153.0,0.0,6
7,1707178066,0,0,151.0,0.0,7
8,1707178067,0,0,150.0,0.0,8
9,1707178068,0,0,149.0,0.0,9
10,1707178069,0,0,148.0,0.0,10
11,1707178070,0,0,147.0,0.0,11
12,1707178071,0,0,146.0,0.0,12
13,1707178072,0,0,146.0,0.0,13
14,1707178073,0,0,144.0,0.0,14
15,1707178074,0,0,144.0,0.0,15
16,1707178075,0,0,142.0,0.0,16
17,1707178076,0,0,141.0,0.0,17
18,1707178077,0,0,140.0,0.0,18
19,1707178078,0,0,140.0,0.0,19
20,1707178079,0,0,139.0,0.0,20
21,1707178080,0,0,139.0,0.0,21
22,1707178081,0,0,138.0,0.0,22
23,1707178082,0,0,137.0,0.0,23
24,1707178083,0,0,137.0,0.0,24
25,1707178084,0,0,136.0,0.0,25
26,1707178085,0,0,136.0,0.0,26
27,1707178086,0,0,136.0,12.03,27
28,1707178087,0,0,135.0,12.03,28
29,1707178088,0,0,135.0,12.04,29
30,1707178089,0,0,135.0,12.04,30
31,1707178090,0,0,134.0,12.04,31
32,1707178091,0,0,134.0,12.04,32
33,1707178092,0,0,134.0,12.04,33
34,1707178093,0,0,133.0,12.03,34
