,timestamp,cadence,gct,heart_rate,time
3,1706368479,0,0,0.0,3
4,1706368480,0,0,0.0,4
5,1706368481,0,0,0.0,5
6,1706368482,0,0,0.0,6
7,1706368483,0,0,0.0,7
8,1706368484,0,0,0.0,8
9,1706368485,0,0,0.0,9
10,1706368486,0,0,0.0,10
11,1706368487,0,0,0.0,11
12,1706368488,0,0,0.0,12
13,1706368489,0,0,0.0,13
14,1706368490,0,0,0.0,14
15,1706368491,0,0,144.0,15
16,1706368492,0,0,144.0,16
17,1706368493,0,0,144.0,17
18,1706368494,0,0,143.0,18
19,1706368495,0,0,142.0,19
20,1706368496,0,0,142.0,20
21,1706368497,0,0,141.0,21
22,1706368498,0,0,141.0,22
23,1706368499,0,0,141.0,23
24,1706368500,0,0,141.0,24
25,1706368501,0,0,141.0,25
26,1706368502,0,0,142.0,26
27,1706368503,0,0,142.0,27
28,1706368504,0,0,142.0,28
29,1706368505,0,0,142.0,29
30,1706368506,0,0,142.0,30
31,1706368507,0,0,142.0,31
32,1706368508,0,0,142.0,32
33,1706368509,0,0,143.0,33
34,1706368510,0,0,143.0,34
35,1706368511,0,0,143.0,35
36,1706368512,0,0,144.0,36
37,1706368513,0,0,144.0,37
