timestamp,heart rate,activity type,time
1719169927,158.0,generic,0
1719169928,158.0,generic,1
1719169929,157.0,generic,2
1719169930,157.0,generic,3
1719169931,156.0,generic,4
1719169932,156.0,generic,5
1719169933,155.0,generic,6
1719169934,154.0,generic,7
1719169935,154.0,generic,8
1719169936,153.0,generic,9
1719169937,153.0,generic,10
1719169938,152.0,generic,11
1719169939,151.0,generic,12
1719169940,151.0,generic,13
1719169941,151.0,generic,14
1719169942,151.0,generic,15
1719169943,151.0,generic,16
1719169944,151.0,generic,17
1719169945,151.0,generic,18
1719169946,151.0,generic,19
1719169947,151.0,generic,20
1719169948,151.0,generic,21
1719169949,151.0,generic,22
1719169950,151.0,generic,23
1719169951,151.0,generic,24
1719169952,151.0,generic,25
1719169953,151.0,generic,26
1719169954,150.0,generic,27
1719169955,150.0,generic,28
1719169956,149.0,generic,29
1719169957,149.0,generic,30
1719169958,149.0,generic,31
1719169959,148.0,generic,32
1719169960,148.0,generic,33
1719169961,147.0,generic,34
1719169962,147.0,generic,35
1719169963,146.0,generic,36
1719169964,144.0,generic,37
1719169965,144.0,generic,38
1719169966,144.0,generic,39
1719169967,144.0,generic,40
1719169968,143.0,generic,41
1719169969,142.0,generic,42
